Overzicht postcodes België,,,,
Postcode,Gemeente,Postcode Hoofdgemeente,Hoofdgemeente,Provincie
9111,Belsele,9100,Sint-Niklaas,Oost-Vlaanderen
9112,Sinaai-Waas,9100,Sint-Niklaas,Oost-Vlaanderen
9120,Beveren-Waas,9120,Beveren-Waas,Oost-Vlaanderen
9120,Haasdonk,9120,Beveren-Waas,Oost-Vlaanderen
9120,Kallo (Beveren-Waas),9120,Beveren-Waas,Oost-Vlaanderen
9120,Melsele,9120,Beveren-Waas,Oost-Vlaanderen
9120,Vrasene,9120,Beveren-Waas,Oost-Vlaanderen
9130,Doel,9120,Beveren-Waas,Oost-Vlaanderen
9130,Kallo (Kieldrecht),9120,Beveren-Waas,Oost-Vlaanderen
9130,Kieldrecht,9120,Beveren-Waas,Oost-Vlaanderen
9130,Verrebroek,9120,Beveren-Waas,Oost-Vlaanderen
9140,Elversele,9140,Temse,Oost-Vlaanderen
9140,Steendorp,9140,Temse,Oost-Vlaanderen
9140,Temse,9140,Temse,Oost-Vlaanderen
9140,Tielrode,9140,Temse,Oost-Vlaanderen
9150,Bazel,9150,Kruibeke,Oost-Vlaanderen
9150,Kruibeke,9150,Kruibeke,Oost-Vlaanderen
9150,Rupelmonde,9150,Kruibeke,Oost-Vlaanderen
9160,Daknam,9160,Lokeren,Oost-Vlaanderen
9160,Eksaarde,9160,Lokeren,Oost-Vlaanderen
9160,Lokeren,9160,Lokeren,Oost-Vlaanderen
9170,De Klinge,9170,Sint-Gillis-Waas,Oost-Vlaanderen
9170,Meerdonk,9170,Sint-Gillis-Waas,Oost-Vlaanderen
9170,Sint-Gillis-Waas,9170,Sint-Gillis-Waas,Oost-Vlaanderen
9170,Sint-Pauwels,9170,Sint-Gillis-Waas,Oost-Vlaanderen
9180,Moerbeke-Waas,9180,Moerbeke-Waas,Oost-Vlaanderen
9185,Wachtebeke,9185,Wachtebeke,Oost-Vlaanderen
9190,Kemzeke,9190,Stekene,Oost-Vlaanderen
9190,Stekene,9190,Stekene,Oost-Vlaanderen
9200,Appels,9200,Dendermonde,Oost-Vlaanderen
9200,Baasrode,9200,Dendermonde,Oost-Vlaanderen
9200,Dendermonde,9200,Dendermonde,Oost-Vlaanderen
9200,Grembergen,9200,Dendermonde,Oost-Vlaanderen
9200,Mespelare,9200,Dendermonde,Oost-Vlaanderen
9200,Oudegem,9200,Dendermonde,Oost-Vlaanderen
9200,Schoonaarde,9200,Dendermonde,Oost-Vlaanderen
9200,Sint-Gillis-bij-Dendermonde,9200,Dendermonde,Oost-Vlaanderen
9220,Hamme (O.-Vl.),9220,Hamme (O.-Vl.),Oost-Vlaanderen
9220,Moerzeke,9220,Hamme (O.-Vl.),Oost-Vlaanderen
9230,Massemen,9230,Wetteren,Oost-Vlaanderen
9230,Westrem,9230,Wetteren,Oost-Vlaanderen
9230,Wetteren,9230,Wetteren,Oost-Vlaanderen
9240,Zele,9240,Zele,Oost-Vlaanderen
9250,Waasmunster,9250,Waasmunster,Oost-Vlaanderen
9255,Buggenhout,9255,Buggenhout,Oost-Vlaanderen
9255,Opdorp,9255,Buggenhout,Oost-Vlaanderen
9260,Schellebelle,9260,Wichelen,Oost-Vlaanderen
9260,Serskamp,9260,Wichelen,Oost-Vlaanderen
9260,Wichelen,9260,Wichelen,Oost-Vlaanderen
9270,Kalken,9270,Laarne,Oost-Vlaanderen
9270,Laarne,9270,Laarne,Oost-Vlaanderen
9280,Denderbelle,9280,Lebbeke,Oost-Vlaanderen
9280,Lebbeke,9280,Lebbeke,Oost-Vlaanderen
9280,Wieze,9280,Lebbeke,Oost-Vlaanderen
9290,Berlare,9290,Berlare,Oost-Vlaanderen
9290,Overmere,9290,Berlare,Oost-Vlaanderen
9290,Uitbergen,9290,Berlare,Oost-Vlaanderen
9300,Aalst,9300,Aalst,Oost-Vlaanderen
9308,Gijzegem,9300,Aalst,Oost-Vlaanderen
9308,Hofstade (O.-Vl.),9300,Aalst,Oost-Vlaanderen
9310,Baardegem,9300,Aalst,Oost-Vlaanderen
9310,Herdersem,9300,Aalst,Oost-Vlaanderen
9310,Meldert (O.-Vl.),9300,Aalst,Oost-Vlaanderen
9310,Moorsel,9300,Aalst,Oost-Vlaanderen
9320,Erembodegem,9300,Aalst,Oost-Vlaanderen
9320,Nieuwerkerken,9300,Aalst,Oost-Vlaanderen
9340,Impe,9340,Lede,Oost-Vlaanderen
9340,Lede,9340,Lede,Oost-Vlaanderen
9340,Oordegem,9340,Lede,Oost-Vlaanderen
9340,Smetlede,9340,Lede,Oost-Vlaanderen
9340,Wanzele,9340,Lede,Oost-Vlaanderen
9400,Appelterre-Eichem,9400,Ninove,Oost-Vlaanderen
9400,Denderwindeke,9400,Ninove,Oost-Vlaanderen
9400,Lieferinge,9400,Ninove,Oost-Vlaanderen
9400,Nederhasselt,9400,Ninove,Oost-Vlaanderen
9400,Ninove,9400,Ninove,Oost-Vlaanderen
9400,Okegem,9400,Ninove,Oost-Vlaanderen
9400,Voorde,9400,Ninove,Oost-Vlaanderen
9401,Pollare,9400,Ninove,Oost-Vlaanderen
9402,Meerbeke,9400,Ninove,Oost-Vlaanderen
9403,Neigem,9400,Ninove,Oost-Vlaanderen
9404,Aspelare,9400,Ninove,Oost-Vlaanderen
9406,Outer,9400,Ninove,Oost-Vlaanderen
9420,Aaigem,9420,Erpe-Mere,Oost-Vlaanderen
9420,Bambrugge,9420,Erpe-Mere,Oost-Vlaanderen
9420,Burst,9420,Erpe-Mere,Oost-Vlaanderen
9420,Erondegem,9420,Erpe-Mere,Oost-Vlaanderen
9420,Erpe,9420,Erpe-Mere,Oost-Vlaanderen
9420,Erpe-Mere,9420,Erpe-Mere,Oost-Vlaanderen
9420,Mere,9420,Erpe-Mere,Oost-Vlaanderen
9420,Ottergem,9420,Erpe-Mere,Oost-Vlaanderen
9420,Vlekkem,9420,Erpe-Mere,Oost-Vlaanderen
9450,Denderhoutem,9450,Haaltert,Oost-Vlaanderen
9450,Haaltert,9450,Haaltert,Oost-Vlaanderen
9450,Heldergem,9450,Haaltert,Oost-Vlaanderen
9451,Kerksken,9450,Haaltert,Oost-Vlaanderen
9470,Denderleeuw,9470,Denderleeuw,Oost-Vlaanderen
9472,Iddergem,9470,Denderleeuw,Oost-Vlaanderen
9473,Welle,9470,Denderleeuw,Oost-Vlaanderen
9500,Geraardsbergen,9500,Geraardsbergen,Oost-Vlaanderen
9500,Goeferdinge,9500,Geraardsbergen,Oost-Vlaanderen
9500,Moerbeke,9500,Geraardsbergen,Oost-Vlaanderen
9500,Nederboelare,9500,Geraardsbergen,Oost-Vlaanderen
9500,Onkerzele,9500,Geraardsbergen,Oost-Vlaanderen
9500,Ophasselt,9500,Geraardsbergen,Oost-Vlaanderen
9500,Overboelare,9500,Geraardsbergen,Oost-Vlaanderen
9500,Viane,9500,Geraardsbergen,Oost-Vlaanderen
9500,Zarlardinge,9500,Geraardsbergen,Oost-Vlaanderen
9506,Grimminge,9500,Geraardsbergen,Oost-Vlaanderen
9506,Idegem,9500,Geraardsbergen,Oost-Vlaanderen
9506,Nieuwenhove,9500,Geraardsbergen,Oost-Vlaanderen
9506,Schendelbeke,9500,Geraardsbergen,Oost-Vlaanderen
9506,Smeerebbe-Vloerzegem,9500,Geraardsbergen,Oost-Vlaanderen
9506,Waarbeke,9500,Geraardsbergen,Oost-Vlaanderen
9506,Zandbergen,9500,Geraardsbergen,Oost-Vlaanderen
9520,Bavegem,9520,Sint-Lievens-Houtem,Oost-Vlaanderen
9520,Sint-Lievens-Houtem,9520,Sint-Lievens-Houtem,Oost-Vlaanderen
9520,Vlierzele,9520,Sint-Lievens-Houtem,Oost-Vlaanderen
9520,Zonnegem,9520,Sint-Lievens-Houtem,Oost-Vlaanderen
9521,Letterhoutem,9520,Sint-Lievens-Houtem,Oost-Vlaanderen
9550,Herzele,9550,Herzele,Oost-Vlaanderen
9550,Hillegem,9550,Herzele,Oost-Vlaanderen
9550,Sint-Antelinks,9550,Herzele,Oost-Vlaanderen
9550,Sint-Lievens-Esse,9550,Herzele,Oost-Vlaanderen
9550,Steenhuize-Wijnhuize,9550,Herzele,Oost-Vlaanderen
9550,Woubrechtegem,9550,Herzele,Oost-Vlaanderen
9551,Ressegem,9550,Herzele,Oost-Vlaanderen
9552,Borsbeke,9550,Herzele,Oost-Vlaanderen
9570,Deftinge,9570,Lierde,Oost-Vlaanderen
9570,Lierde,9570,Lierde,Oost-Vlaanderen
9570,Sint-Maria-Lierde,9570,Lierde,Oost-Vlaanderen
9571,Hemelveerdegem,9570,Lierde,Oost-Vlaanderen
9572,Sint-Martens-Lierde,9570,Lierde,Oost-Vlaanderen
9600,Ronse/Renaix,9600,Ronse/Renaix,Oost-Vlaanderen
9620,Elene,9620,Zottegem,Oost-Vlaanderen
9620,Erwetegem,9620,Zottegem,Oost-Vlaanderen
9620,Godveerdegem,9620,Zottegem,Oost-Vlaanderen
9620,Grotenberge,9620,Zottegem,Oost-Vlaanderen
9620,Leeuwergem,9620,Zottegem,Oost-Vlaanderen
9620,Oombergen (Zottegem),9620,Zottegem,Oost-Vlaanderen
9620,Sint-Goriks-Oudenhove,9620,Zottegem,Oost-Vlaanderen
9620,Sint-Maria-Oudenhove (Zottegem),9620,Zottegem,Oost-Vlaanderen
9620,Strijpen,9620,Zottegem,Oost-Vlaanderen
9620,Velzeke-Ruddershove,9620,Zottegem,Oost-Vlaanderen
9620,Zottegem,9620,Zottegem,Oost-Vlaanderen
9630,Beerlegem,9630,Zwalm,Oost-Vlaanderen
9630,Dikkele,9630,Zwalm,Oost-Vlaanderen
9630,Hundelgem,9630,Zwalm,Oost-Vlaanderen
9630,Meilegem,9630,Zwalm,Oost-Vlaanderen
9630,Munkzwalm,9630,Zwalm,Oost-Vlaanderen
9630,Paulatem,9630,Zwalm,Oost-Vlaanderen
9630,Roborst,9630,Zwalm,Oost-Vlaanderen
9630,Rozebeke,9630,Zwalm,Oost-Vlaanderen
9630,Sint-Blasius-Boekel,9630,Zwalm,Oost-Vlaanderen
9630,Sint-Denijs-Boekel,9630,Zwalm,Oost-Vlaanderen
9630,Sint-Maria-Latem,9630,Zwalm,Oost-Vlaanderen
9630,Zwalm,9630,Zwalm,Oost-Vlaanderen
9636,Nederzwalm-Hermelgem,9630,Zwalm,Oost-Vlaanderen
9660,Brakel,9660,Brakel,Oost-Vlaanderen
9660,Elst,9660,Brakel,Oost-Vlaanderen
9660,Everbeek,9660,Brakel,Oost-Vlaanderen
9660,Michelbeke,9660,Brakel,Oost-Vlaanderen
9660,Nederbrakel,9660,Brakel,Oost-Vlaanderen
9660,Opbrakel,9660,Brakel,Oost-Vlaanderen
9660,Sint-Maria-Oudenhove (Brakel),9660,Brakel,Oost-Vlaanderen
9660,Zegelsem,9660,Brakel,Oost-Vlaanderen
9661,Parike,9660,Brakel,Oost-Vlaanderen
9667,Horebeke,9667,Horebeke,Oost-Vlaanderen
9667,Sint-Kornelis-Horebeke,9667,Horebeke,Oost-Vlaanderen
9667,Sint-Maria-Horebeke,9667,Horebeke,Oost-Vlaanderen
9680,Etikhove,9680,Maarkedal,Oost-Vlaanderen
9680,Maarkedal,9680,Maarkedal,Oost-Vlaanderen
9680,Maarke-Kerkem,9680,Maarkedal,Oost-Vlaanderen
9681,Nukerke,9680,Maarkedal,Oost-Vlaanderen
9688,Schorisse,9680,Maarkedal,Oost-Vlaanderen
9690,Berchem (O.-Vl.),9690,Kluisbergen,Oost-Vlaanderen
9690,Kluisbergen,9690,Kluisbergen,Oost-Vlaanderen
9690,Kwaremont,9690,Kluisbergen,Oost-Vlaanderen
9690,Ruien,9690,Kluisbergen,Oost-Vlaanderen
9690,Zulzeke,9690,Kluisbergen,Oost-Vlaanderen
9700,Bevere,9700,Oudenaarde,Oost-Vlaanderen
9700,Edelare,9700,Oudenaarde,Oost-Vlaanderen
9700,Eine,9700,Oudenaarde,Oost-Vlaanderen
9700,Ename,9700,Oudenaarde,Oost-Vlaanderen
9700,Heurne,9700,Oudenaarde,Oost-Vlaanderen
9700,Leupegem,9700,Oudenaarde,Oost-Vlaanderen
9700,Mater,9700,Oudenaarde,Oost-Vlaanderen
9700,Melden,9700,Oudenaarde,Oost-Vlaanderen
9700,Mullem,9700,Oudenaarde,Oost-Vlaanderen
9700,Nederename,9700,Oudenaarde,Oost-Vlaanderen
9700,Oudenaarde,9700,Oudenaarde,Oost-Vlaanderen
9700,Volkegem,9700,Oudenaarde,Oost-Vlaanderen
9700,Welden,9700,Oudenaarde,Oost-Vlaanderen
9750,Huise,9750,Zingem,Oost-Vlaanderen
9750,Ouwegem,9750,Zingem,Oost-Vlaanderen
9750,Zingem,9750,Zingem,Oost-Vlaanderen
9770,Kruishoutem,9770,Kruishoutem,Oost-Vlaanderen
9771,Nokere,9770,Kruishoutem,Oost-Vlaanderen
9772,Wannegem-Lede,9770,Kruishoutem,Oost-Vlaanderen
9790,Elsegem,9790,Wortegem-Petegem,Oost-Vlaanderen
9790,Moregem,9790,Wortegem-Petegem,Oost-Vlaanderen
9790,Ooike (Wortegem-Petegem),9790,Wortegem-Petegem,Oost-Vlaanderen
9790,Petegem-aan-de-Schelde,9790,Wortegem-Petegem,Oost-Vlaanderen
9790,Wortegem,9790,Wortegem-Petegem,Oost-Vlaanderen
9790,Wortegem-Petegem,9790,Wortegem-Petegem,Oost-Vlaanderen
9800,Astene,9800,Deinze,Oost-Vlaanderen
9800,Bachte-Maria-Leerne,9800,Deinze,Oost-Vlaanderen
9800,Deinze,9800,Deinze,Oost-Vlaanderen
9800,Gottem,9800,Deinze,Oost-Vlaanderen
9800,Grammene,9800,Deinze,Oost-Vlaanderen
9800,Meigem,9800,Deinze,Oost-Vlaanderen
9800,Petegem-aan-de-Leie,9800,Deinze,Oost-Vlaanderen
9800,Sint-Martens-Leerne,9800,Deinze,Oost-Vlaanderen
9800,Vinkt,9800,Deinze,Oost-Vlaanderen
9800,Wontergem,9800,Deinze,Oost-Vlaanderen
9800,Zeveren,9800,Deinze,Oost-Vlaanderen
9810,Eke,9810,Nazareth,Oost-Vlaanderen
9810,Nazareth,9810,Nazareth,Oost-Vlaanderen
9820,Bottelare,9820,Merelbeke,Oost-Vlaanderen
9820,Lemberge,9820,Merelbeke,Oost-Vlaanderen
9820,Melsen,9820,Merelbeke,Oost-Vlaanderen
9820,Merelbeke,9820,Merelbeke,Oost-Vlaanderen
9820,Munte,9820,Merelbeke,Oost-Vlaanderen
9820,Schelderode,9820,Merelbeke,Oost-Vlaanderen
9830,Sint-Martens-Latem,9830,Sint-Martens-Latem,Oost-Vlaanderen
9831,Deurle,9830,Sint-Martens-Latem,Oost-Vlaanderen
9840,De Pinte,9840,De Pinte,Oost-Vlaanderen
9840,Zevergem,9840,De Pinte,Oost-Vlaanderen
9850,Hansbeke,9850,Nevele,Oost-Vlaanderen
9850,Landegem,9850,Nevele,Oost-Vlaanderen
9850,Merendree,9850,Nevele,Oost-Vlaanderen
9850,Nevele,9850,Nevele,Oost-Vlaanderen
9850,Poesele,9850,Nevele,Oost-Vlaanderen
9850,Vosselare,9850,Nevele,Oost-Vlaanderen
9860,Balegem,9860,Oosterzele,Oost-Vlaanderen
9860,Gijzenzele,9860,Oosterzele,Oost-Vlaanderen
9860,Landskouter,9860,Oosterzele,Oost-Vlaanderen
9860,Moortsele,9860,Oosterzele,Oost-Vlaanderen
9860,Oosterzele,9860,Oosterzele,Oost-Vlaanderen
9860,Scheldewindeke,9860,Oosterzele,Oost-Vlaanderen
9870,Machelen (O.-Vl.),9870,Zulte,Oost-Vlaanderen
9870,Olsene,9870,Zulte,Oost-Vlaanderen
9870,Zulte,9870,Zulte,Oost-Vlaanderen
9880,Aalter,9880,Aalter,Oost-Vlaanderen
9880,Lotenhulle,9880,Aalter,Oost-Vlaanderen
9880,Poeke,9880,Aalter,Oost-Vlaanderen
9881,Bellem,9880,Aalter,Oost-Vlaanderen
9890,Asper,9890,Gavere,Oost-Vlaanderen
9890,Baaigem,9890,Gavere,Oost-Vlaanderen
9890,Dikkelvenne,9890,Gavere,Oost-Vlaanderen
9890,Gavere,9890,Gavere,Oost-Vlaanderen
9890,Semmerzake,9890,Gavere,Oost-Vlaanderen
9890,Vurste,9890,Gavere,Oost-Vlaanderen
9900,Eeklo,9900,Eeklo,Oost-Vlaanderen
9910,Knesselare,9910,Knesselare,Oost-Vlaanderen
9910,Ursel,9910,Knesselare,Oost-Vlaanderen
9920,Lovendegem,9920,Lovendegem,Oost-Vlaanderen
9921,Vinderhoute,9920,Lovendegem,Oost-Vlaanderen
9930,Zomergem,9930,Zomergem,Oost-Vlaanderen
9931,Oostwinkel,9930,Zomergem,Oost-Vlaanderen
9932,Ronsele,9930,Zomergem,Oost-Vlaanderen
9940,Ertvelde,9940,Evergem,Oost-Vlaanderen
9940,Evergem,9940,Evergem,Oost-Vlaanderen
9940,Kluizen,9940,Evergem,Oost-Vlaanderen
9940,Sleidinge,9940,Evergem,Oost-Vlaanderen
9950,Waarschoot,9950,Waarschoot,Oost-Vlaanderen
9960,Assenede,9960,Assenede,Oost-Vlaanderen
9961,Boekhoute,9960,Assenede,Oost-Vlaanderen
9968,Bassevelde,9960,Assenede,Oost-Vlaanderen
9968,Oosteeklo,9960,Assenede,Oost-Vlaanderen
9970,Kaprijke,9970,Kaprijke,Oost-Vlaanderen
9971,Lembeke,9970,Kaprijke,Oost-Vlaanderen
9980,Sint-Laureins,9980,Sint-Laureins,Oost-Vlaanderen
9981,Sint-Margriete,9980,Sint-Laureins,Oost-Vlaanderen
9982,Sint-Jan-in-Eremo,9980,Sint-Laureins,Oost-Vlaanderen
9988,Waterland-Oudeman,9980,Sint-Laureins,Oost-Vlaanderen
9988,Watervliet,9980,Sint-Laureins,Oost-Vlaanderen
9990,Maldegem,9990,Maldegem,Oost-Vlaanderen
9991,Adegem,9990,Maldegem,Oost-Vlaanderen
9992,Middelburg,9990,Maldegem,Oost-Vlaanderen
